"Source","Route","Destination","Action","Size","LastWriteTime"
"C:\Users\13527\Downloads\YOUTUBE_SOURCE_REVIEWED_SOURCE_ORE_MAP_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\YOUTUBE_SOURCE_REVIEWED_SOURCE_ORE_MAP_20260522.md","PLAN","18215","5/22/2026 1:47:42 PM"
"C:\Users\13527\Desktop\123\00_READ_FIRST.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\00_READ_FIRST.md","PLAN","1301","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\00_READ_ME_FIRST_123_UNIT.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\00_READ_ME_FIRST_123_UNIT.md","PLAN","1047","5/20/2026 10:14:49 PM"
"C:\Users\13527\Desktop\123\01_MAIN_PACKET.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\01_MAIN_PACKET.md","PLAN","3933","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\02_PROOF_LEDGER.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\02_PROOF_LEDGER.md","PLAN","3251","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\03_TECHNICAL_SHAPE.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\03_TECHNICAL_SHAPE.md","PLAN","2535","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\04_OUTSIDE_BRIEF.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\04_OUTSIDE_BRIEF.md","PLAN","1366","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\05_LIMITS_AND_NEXT_TESTS.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\05_LIMITS_AND_NEXT_TESTS.md","PLAN","1883","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\06_REVIEW_EDIT_QA.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\06_REVIEW_EDIT_QA.md","PLAN","1117","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\ALARM_DEBUGGER_FILING_CABINET_INVENTORY_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\ALARM_DEBUGGER_FILING_CABINET_INVENTORY_20260522.md","PLAN","11438","5/22/2026 4:46:41 AM"
"C:\Users\13527\Desktop\123\APPLY_CHILD_SHELL_PROBLEM_SOLVER_LOCK_SAVE_20260521_080235.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\APPLY_CHILD_SHELL_PROBLEM_SOLVER_LOCK_SAVE_20260521_080235.ps1","PLAN","17266","5/21/2026 3:55:41 AM"
"C:\Users\13527\Desktop\123\APPLY_DATA_ORDER_OUROBOROS_LEDGER_20260521_071919.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\APPLY_DATA_ORDER_OUROBOROS_LEDGER_20260521_071919.ps1","PLAN","18839","5/21/2026 7:19:18 AM"
"C:\Users\13527\Desktop\123\APPLY_FIRST_INTAKE_LEDGER_ENTRY_20260521_073459.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\APPLY_FIRST_INTAKE_LEDGER_ENTRY_20260521_073459.ps1","PLAN","11050","5/21/2026 3:27:58 AM"
"C:\Users\13527\Desktop\123\BRAIN_DISEASE_DYSFUNCTION_SYSTEMS_COMPUTATION_RESEARCH_MAP_V2_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\BRAIN_DISEASE_DYSFUNCTION_SYSTEMS_COMPUTATION_RESEARCH_MAP_V2_20260522.md","PLAN","38098","5/22/2026 1:18:12 PM"
"C:\Users\13527\Desktop\123\BUILD_NO_GIT_COMMAND_CENTER_V1_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\BUILD_NO_GIT_COMMAND_CENTER_V1_20260521.ps1","PLAN","26124","5/21/2026 2:08:35 AM"
"C:\Users\13527\Desktop\123\CAPTURE_YOUTUBE_Dgbci0GC1vk_TO_123_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\CAPTURE_YOUTUBE_Dgbci0GC1vk_TO_123_20260522.ps1","PLAN","4245","5/22/2026 2:22:15 PM"
"C:\Users\13527\Desktop\123\CARL_GUSTAV_JUNG_DIGITAL_JAR_DEEP_RESEARCH_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\CARL_GUSTAV_JUNG_DIGITAL_JAR_DEEP_RESEARCH_20260522.md","PLAN","39443","5/22/2026 2:46:18 AM"
"C:\Users\13527\Desktop\123\CARL_GUSTAV_JUNG_DIGITAL_JAR_DEEP_RESEARCH_REVISED_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\CARL_GUSTAV_JUNG_DIGITAL_JAR_DEEP_RESEARCH_REVISED_20260522.md","PLAN","59734","5/22/2026 3:01:23 AM"
"C:\Users\13527\Desktop\123\CHILD_SHELL_CALLABLE_ROUTE_INSTALL_PACKET_20260521_074327.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\CHILD_SHELL_CALLABLE_ROUTE_INSTALL_PACKET_20260521_074327.md","PLAN","7732","5/21/2026 3:36:26 AM"
"C:\Users\13527\Desktop\123\COMMON_SENSE_DEEP_RESEARCH_PAPER_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\COMMON_SENSE_DEEP_RESEARCH_PAPER_20260521.md","PLAN","32956","5/21/2026 3:21:12 AM"
"C:\Users\13527\Desktop\123\COMMON_SENSE_HOUSE_ABILITY_CAPTURE_AND_RULE_DRAFT_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\COMMON_SENSE_HOUSE_ABILITY_CAPTURE_AND_RULE_DRAFT_20260521.md","PLAN","3752","5/21/2026 3:21:12 AM"
"C:\Users\13527\Desktop\123\COMMON_SENSE_SOURCE_MAP_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\COMMON_SENSE_SOURCE_MAP_20260521.md","PLAN","5660","5/21/2026 3:21:12 AM"
"C:\Users\13527\Desktop\123\DENSE_IDEA_REVISE_RULE_DEEP_RESEARCH_AND_LIVING_RULE_PACKET_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\DENSE_IDEA_REVISE_RULE_DEEP_RESEARCH_AND_LIVING_RULE_PACKET_20260521.md","PLAN","34717","5/21/2026 3:15:40 AM"
"C:\Users\13527\Desktop\123\FIX_LOCAL_HARD_BRIDGE_V1_GIT_SENSOR_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\FIX_LOCAL_HARD_BRIDGE_V1_GIT_SENSOR_20260521.ps1","PLAN","6855","5/20/2026 11:56:33 PM"
"C:\Users\13527\Desktop\123\FULL_METHOD_STACK_SAVE_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\FULL_METHOD_STACK_SAVE_20260522.ps1","PLAN","18309","5/22/2026 4:57:03 AM"
"C:\Users\13527\Desktop\123\INSTALL_CHILD_SHELL_LEVEL0_ROUTE_20260521_074420.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\INSTALL_CHILD_SHELL_LEVEL0_ROUTE_20260521_074420.ps1","PLAN","10379","5/21/2026 3:37:30 AM"
"C:\Users\13527\Desktop\123\INSTALL_CHILD_SHELL_LEVEL1_READ_STATUS_20260521_074902.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\INSTALL_CHILD_SHELL_LEVEL1_READ_STATUS_20260521_074902.ps1","PLAN","11426","5/21/2026 3:42:01 AM"
"C:\Users\13527\Desktop\123\INSTALL_CHILD_SHELL_LEVEL2_APPROVED_HELPER_ROUTE_20260521_083132.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\INSTALL_CHILD_SHELL_LEVEL2_APPROVED_HELPER_ROUTE_20260521_083132.ps1","PLAN","23997","5/21/2026 4:24:32 AM"
"C:\Users\13527\Desktop\123\INSTALL_CHILD_SHELL_WATCHER_TRIGGER_20260521_075223.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\INSTALL_CHILD_SHELL_WATCHER_TRIGGER_20260521_075223.ps1","PLAN","13253","5/21/2026 3:45:25 AM"
"C:\Users\13527\Desktop\123\INSTALL_LOCAL_HARD_BRIDGE_V1_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\INSTALL_LOCAL_HARD_BRIDGE_V1_20260521.ps1","PLAN","27433","5/20/2026 11:53:22 PM"
"C:\Users\13527\Desktop\123\INSTALL_WATCHER_LIVENESS_STALE_PID_DURABILITY_20260521_082448.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\INSTALL_WATCHER_LIVENESS_STALE_PID_DURABILITY_20260521_082448.ps1","PLAN","11807","5/21/2026 4:17:49 AM"
"C:\Users\13527\Desktop\123\LIVING_RULE_DENSE_IDEA_REVISE_INTAKE_RULE_DRAFT_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\LIVING_RULE_DENSE_IDEA_REVISE_INTAKE_RULE_DRAFT_20260521.md","PLAN","2999","5/21/2026 3:15:40 AM"
"C:\Users\13527\Desktop\123\LOAD_FULL_SUIT_HANDS_PARKED_BLOCKED_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\LOAD_FULL_SUIT_HANDS_PARKED_BLOCKED_20260522.ps1","PLAN","24495","5/22/2026 3:10:53 AM"
"C:\Users\13527\Desktop\123\LOCK_ASSISTANT_DOOR_RELAY_PROOF_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\LOCK_ASSISTANT_DOOR_RELAY_PROOF_20260521.ps1","PLAN","14981","5/21/2026 1:27:28 PM"
"C:\Users\13527\Desktop\123\LOCK_WATCHER_LIVENESS_DURABILITY_AND_QUEUE_LEVEL2_20260521_082718.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\LOCK_WATCHER_LIVENESS_DURABILITY_AND_QUEUE_LEVEL2_20260521_082718.ps1","PLAN","14045","5/21/2026 4:20:21 AM"
"C:\Users\13527\Desktop\123\MANIFEST_COMMON_SENSE_RESEARCH_PACKET_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\MANIFEST_COMMON_SENSE_RESEARCH_PACKET_20260521.md","PLAN","1071","5/21/2026 3:21:12 AM"
"C:\Users\13527\Desktop\123\MANIFEST_DENSE_IDEA_REVISE_RULE_PACKET_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\MANIFEST_DENSE_IDEA_REVISE_RULE_PACKET_20260521.md","PLAN","1485","5/21/2026 3:15:40 AM"
"C:\Users\13527\Desktop\123\MANIFEST_RULE_NERVOUS_SYSTEM_DEEP_DIVE_PACKET_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\MANIFEST_RULE_NERVOUS_SYSTEM_DEEP_DIVE_PACKET_20260521.md","PLAN","923","5/21/2026 2:05:30 AM"
"C:\Users\13527\Desktop\123\MANIFEST.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\MANIFEST.md","PLAN","990","5/21/2026 5:24:44 AM"
"C:\Users\13527\Desktop\123\MULE_HANDOFF_DENSE_IDEA_REVISE_RULE_DEEP_DIVE_20260521.md","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE\MULE_HANDOFF_DENSE_IDEA_REVISE_RULE_DEEP_DIVE_20260521.md","PLAN","1622","5/21/2026 3:15:40 AM"
"C:\Users\13527\Desktop\123\MULE_HANDOFF_RULE_NERVOUS_SYSTEM_DEEP_DIVE_20260521.md","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE","C:\Users\13527\Desktop\123\MULE_WORKSHOP\ASSISTANT_TO_MULE\MULE_HANDOFF_RULE_NERVOUS_SYSTEM_DEEP_DIVE_20260521.md","PLAN","4446","5/21/2026 2:05:30 AM"
"C:\Users\13527\Desktop\123\MULE_KICKOFF_RULE_NERVOUS_SYSTEM_DEEP_DIVE_20260521.txt","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\TEXT_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\TEXT_INCOMING\MULE_KICKOFF_RULE_NERVOUS_SYSTEM_DEEP_DIVE_20260521.txt","PLAN","810","5/21/2026 2:05:30 AM"
"C:\Users\13527\Desktop\123\PLACE_CHILD_SHELL_FINAL_PACKET_IN_123_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\PLACE_CHILD_SHELL_FINAL_PACKET_IN_123_20260521.ps1","PLAN","4635","5/21/2026 1:23:08 AM"
"C:\Users\13527\Desktop\123\PROBE_CHILD_SHELL_ROUTE_20260521_074047.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\PROBE_CHILD_SHELL_ROUTE_20260521_074047.ps1","PLAN","4907","5/21/2026 3:33:45 AM"
"C:\Users\13527\Desktop\123\REPAIR_CHILD_SHELL_LOCK_SAVE_GIT_ADD_IGNORED_PROOF_20260521_080346.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\REPAIR_CHILD_SHELL_LOCK_SAVE_GIT_ADD_IGNORED_PROOF_20260521_080346.ps1","PLAN","7846","5/21/2026 3:56:44 AM"
"C:\Users\13527\Desktop\123\REPAIR_CHILD_SHELL_WATCHER_PID_COLLISION_20260521_075935.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\REPAIR_CHILD_SHELL_WATCHER_PID_COLLISION_20260521_075935.ps1","PLAN","9690","5/21/2026 3:52:46 AM"
"C:\Users\13527\Desktop\123\RUDOLF_STEINER_DIGITAL_JAR_DEEP_RESEARCH_REVISED_20260522.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\RUDOLF_STEINER_DIGITAL_JAR_DEEP_RESEARCH_REVISED_20260522.md","PLAN","52611","5/22/2026 2:49:29 AM"
"C:\Users\13527\Desktop\123\RULE_NERVOUS_SYSTEM_EVENT_TRACE_BROADENER_POLISHED_ISSUE_PACKET_20260521.md","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING","C:\Users\13527\Desktop\123\SOURCE_TRANSFER\MD_INCOMING\RULE_NERVOUS_SYSTEM_EVENT_TRACE_BROADENER_POLISHED_ISSUE_PACKET_20260521.md","PLAN","12187","5/21/2026 2:05:30 AM"
"C:\Users\13527\Desktop\123\RUN_CHILD_SHELL_ALL_EVIDENCE_TEST_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_CHILD_SHELL_ALL_EVIDENCE_TEST_20260521.ps1","PLAN","14898","5/21/2026 12:40:07 AM"
"C:\Users\13527\Desktop\123\RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_LEDGER_NEXT_WAVES_UNTIL_STOP_20260521_073717.ps1","PLAN","20620","5/21/2026 3:30:16 AM"
"C:\Users\13527\Desktop\123\RUN_LOCK_SAM_REVIEW_PACKET_TO_GIT_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_LOCK_SAM_REVIEW_PACKET_TO_GIT_20260521.ps1","PLAN","7896","5/21/2026 1:30:20 AM"
"C:\Users\13527\Desktop\123\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_20260521.ps1","PLAN","22676","5/21/2026 12:19:58 AM"
"C:\Users\13527\Desktop\123\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_FIXED_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_SAVE_CHILD_SHELL_ACTUATOR_LIVE_TEST_FIXED_20260521.ps1","PLAN","22679","5/21/2026 12:21:43 AM"
"C:\Users\13527\Desktop\123\RUN_SAVE_FRONT_DOOR_AND_WORK_SORTING_RULES_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_SAVE_FRONT_DOOR_AND_WORK_SORTING_RULES_20260521.ps1","PLAN","28732","5/21/2026 12:01:41 AM"
"C:\Users\13527\Desktop\123\RUN_TOOL_SURFACE_PASSPORT_RULE_SAVE_20260521.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\INCOMING\RUN_TOOL_SURFACE_PASSPORT_RULE_SAVE_20260521.ps1","PLAN","19987","5/20/2026 10:11:03 PM"
"C:\Users\13527\Desktop\123\SAVE_ALARM_DEBUGGER_FILING_CABINET_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_ALARM_DEBUGGER_FILING_CABINET_20260522.ps1","PLAN","26210","5/22/2026 5:01:18 AM"
"C:\Users\13527\Desktop\123\SAVE_ALARM_DEBUGGER_WHOLE_GROUP_BATCH_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_ALARM_DEBUGGER_WHOLE_GROUP_BATCH_20260522.ps1","PLAN","25474","5/22/2026 5:14:21 AM"
"C:\Users\13527\Desktop\123\SAVE_BUILD_KEEPS_FORM_CONCEPTUAL_SAME_TREATMENT_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_BUILD_KEEPS_FORM_CONCEPTUAL_SAME_TREATMENT_20260522.ps1","PLAN","12394","5/22/2026 5:25:31 AM"
"C:\Users\13527\Desktop\123\SAVE_CHAT_COCKPIT_DROP_COPY_EXPORT_PROTOCOL_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_CHAT_COCKPIT_DROP_COPY_EXPORT_PROTOCOL_20260522.ps1","PLAN","12075","5/22/2026 4:05:07 PM"
"C:\Users\13527\Desktop\123\SAVE_DUAL_PROJECT_CHAT_COCKPIT_CAPTURE_RULE_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_DUAL_PROJECT_CHAT_COCKPIT_CAPTURE_RULE_20260522.ps1","PLAN","13021","5/22/2026 4:00:51 PM"
"C:\Users\13527\Desktop\123\SAVE_FEYNMAN_SOURCE_ORE_RESEARCH_MAP_V2_TO_MRKLEEN_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_FEYNMAN_SOURCE_ORE_RESEARCH_MAP_V2_TO_MRKLEEN_20260522.ps1","PLAN","28639","5/22/2026 2:50:15 PM"
"C:\Users\13527\Desktop\123\SAVE_FINAL_JUDGE_GATE_ALPHA_OMEGA_RULE_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_FINAL_JUDGE_GATE_ALPHA_OMEGA_RULE_20260522.ps1","PLAN","14822","5/22/2026 4:12:25 PM"
"C:\Users\13527\Desktop\123\SAVE_FOUR_SOURCE_REVIEWED_SOURCE_ORE_MAP_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_FOUR_SOURCE_REVIEWED_SOURCE_ORE_MAP_20260522.ps1","PLAN","22461","5/22/2026 1:52:24 PM"
"C:\Users\13527\Desktop\123\SAVE_GROWTH_SAFE_GATE_JUDGE_ROLE_RULES_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_GROWTH_SAFE_GATE_JUDGE_ROLE_RULES_20260522.ps1","PLAN","11715","5/22/2026 3:02:56 PM"
"C:\Users\13527\Desktop\123\SAVE_NO_SOURCE_GETS_THRONE_SOURCE_VEIN_RULE_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_NO_SOURCE_GETS_THRONE_SOURCE_VEIN_RULE_20260522.ps1","PLAN","19900","5/22/2026 3:17:49 PM"
"C:\Users\13527\Desktop\123\SAVE_PROJECT_SCOPE_RULE_PLACEMENT_REPAIR_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_PROJECT_SCOPE_RULE_PLACEMENT_REPAIR_20260522.ps1","PLAN","13466","5/22/2026 5:21:08 AM"
"C:\Users\13527\Desktop\123\SAVE_RULE_QUALITY_WORDING_COVERAGE_SECOND_TARGET_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_RULE_QUALITY_WORDING_COVERAGE_SECOND_TARGET_20260522.ps1","PLAN","16085","5/22/2026 5:06:20 AM"
"C:\Users\13527\Desktop\123\SAVE_SCOPE_FORM_ALARM_GROWTH_ROUTE_CHECKPOINT_20260522.ps1","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS","C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS\SAVE_SCRIPTS\SAVE_SCOPE_FORM_ALARM_GROWTH_ROUTE_CHECKPOINT_20260522.ps1","PLAN","12525","5/22/2026 5:27:42 AM"
