"object","classification","lane","decision","reason","privacy","authority","expected_home","proof"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\CHAT_RECEIPTS\CHAT_TO_CODEX_RECEIPT_20260521_193941.txt","RECEIPT","ROOT_OR_OTHER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\CHAT_RECEIPTS\CHAT_TO_CODEX_RECEIPT_20260521_211126.txt","RECEIPT","ROOT_OR_OTHER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\CHAT_RECEIPTS\CHAT_TO_CODEX_RECEIPT_20260521_223919.txt","RECEIPT","ROOT_OR_OTHER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\MULE_INBOX\MULE_FIX_EXACT_CHAT_MAIL_ROOM_BRIDGE_20260521_224120.md","SOURCE","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\MULE_RECEIPTS\MULE_PACKET_FOLDER_DROP_RECEIPT_20260521_224120.txt","RECEIPT","ROOT_OR_OTHER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\OUTBOX\CODEX_EXEC_OUTPUT_20260521_175540.txt","UNKNOWN","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\OUTBOX\JOB_CODEX_MAILBOX_PROBE_20260521_175802.output.20260521_175803.txt","UNKNOWN","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\PROCESSED\JOB_CODEX_MAILBOX_PROBE_20260521_175802.md","UNKNOWN","ROOT_OR_OTHER","PARK","CLASSIFY_HOME_OR_ISSUE_REVIEW","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\RECEIPTS\CODEX_EXEC_RECEIPT_20260521_175540.txt","RECEIPT","ROOT_OR_OTHER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\RECEIPTS\JOB_CODEX_MAILBOX_PROBE_20260521_175802.receipt.20260521_175803.txt","RECEIPT","ROOT_OR_OTHER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\RUNNERS\RUN_CODEX_JOB_ONCE.ps1","TOOL","ROOT_OR_OTHER","ADAPT","REVIEW_RUNNABLE_OR_MOVE_FAILED_TOOLS","LOCAL_ONLY","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\TOOLS or failed tools lane after review","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\CODEX_CLI_BRIDGE_PROBE\RUNNERS\SEND_CHAT_TO_CODEX_ONCE.ps1","TOOL","ROOT_OR_OTHER","ADAPT","REVIEW_RUNNABLE_OR_MOVE_FAILED_TOOLS","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\TOOLS or failed tools lane after review","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL_PROBES","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CURRENT_CONTEXT_CART","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\HANDOFF_INBOX","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\OUTBOX_TO_CHAT","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\PICKUP","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\RECEIPTS","RECEIPT","COMMAND_CENTER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\REMOTE_DOOR_RELAY_V2","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ROOMS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\RULES","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\SCRIPTS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\SNAPSHOTS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\TELEPORTERS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\TEMPLATES","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DIRECTION_PROMPT.md","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\BLOCKED_MOVES.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CURRENT_CONTEXT_CART.md","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\NEXT_ON_THE_PLATE.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\README_START_HERE.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","PUBLIC_SAFE_REVIEW_REQUIRED","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ROOM_INDEX.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\DOOR_NOTES","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\INBOX","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\PROCESSED","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RECEIPTS","RECEIPT","COMMAND_CENTER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\REJECTED","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\TOOLS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\DOOR_NOTES\ASSISTANT_DOOR_NOTE_20260521_125636.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RECEIPTS\ASSISTANT_DOOR_RELAY_HOTFIX_RECEIPT_20260521_131015.txt","RECEIPT","COMMAND_CENTER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RECEIPTS\ASSISTANT_DOOR_RELAY_V1_INSTALL_AND_TEST_RECEIPT_20260521_125636.txt","RECEIPT","COMMAND_CENTER","ADOPT","KEEP_AS_PROOF_POINTER","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\RECEIPTS","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_HOTFIX_20260521_131015","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_V1B_REPAIR_20260521_130728","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_V1C_REPAIR_20260521_130917","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_V1_20260521_125636","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_HOTFIX_20260521_131015\CHILDJOB-20260521-131016-ASSISTANT-DOOR-READ-STATUS-HOTFIX.chatjob.json","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_HOTFIX_20260521_131015\DEEP_SCAN_SUMMARY_20260521_131015.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_HOTFIX_20260521_131015\JOURNAL_ENTRY_20260521_131015.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_V1_20260521_125636\CHILDJOB-20260521-125636-ASSISTANT-DOOR-READ-STATUS-TEST.chatjob.json","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_V1_20260521_125636\DEEP_SCAN_SUMMARY_20260521_125636.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\RUNS\ASSISTANT_DOOR_RELAY_V1_20260521_125636\JOURNAL_ENTRY_20260521_125636.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\ASSISTANT_DOOR_RELAY\TOOLS\DROP_CHAT_JOB_FROM_CLIPBOARD_V1.ps1","TOOL","COMMAND_CENTER","ADAPT","REVIEW_RUNNABLE_OR_MOVE_FAILED_TOOLS","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\GPT_PROMPTS_CUSTODY\TOOLS or failed tools lane after review","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\DROPZONE","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\HELPERS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\HELPER_OUTPUT","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\HOUSE_SAVE_PACKAGES","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\INBOX","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\JOB_RECORDS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\LEVEL3_RESULTS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\OUTBOX","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\PROCESSED","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\REJECTED","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\RUNNERS","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\WATCHER","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\ALLOWLIST_LEVEL0.json","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\ALLOWLIST_LEVEL1.json","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\ALLOWLIST_LEVEL2_APPROVED_HELPERS.json","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\ALLOWLIST_LEVEL3_APPROVED_HOUSE_SAVE_HELPERS.json","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\BRIDGE_CURRENT_STATE.md","SOURCE","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY_PRIVATE_OR_SENSITIVE_METADATA","MULE_REVIEW_REQUIRED","Custody/source lane or candidate review; not CURRENT","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\BRIDGE_OPERATOR_GUIDE.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","LOCAL_ONLY","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
"C:\Users\13527\Desktop\123\COMMAND_CENTER\CHILD_SHELL\README_CHILD_SHELL_LEVEL0.md","UNKNOWN","COMMAND_CENTER","PARK","VERIFY_HOME_AND_RETURN_LINK","PUBLIC_SAFE_REVIEW_REQUIRED","MULE_REVIEW_REQUIRED","ISSUE_REVIEW","WHOLE_HOME_INVENTORY.json/csv + source receipts when present"
